code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PS-121G,NO PARKING MONDAY-FRIDAY 8AM-7PM,,,,8,19,11,1,1,1,1,1,,,,,,,
PS-121GA,NO PARKING MONDAY-FRIDAY 8AM-7PM ,,,,8,19,11,1,1,1,1,1,,,,,,,
PS-122B,NO PARKING  MONDAY THURSDAY MIDNIGHT-3AM,,,,0,3,3,1,,,1,,,,,,,,
PS-122BA,NO PARKING  MONDAY THURSDAY MIDNIGHT-3AM ,,,,0,3,3,1,,,1,,,,,,,,
PS-122D,STAR  AVO DISTRICT ATTORNEY,,,,0,24,24,,,,,,,,1,,,government,
PS-122DA,STAR  AVO DISTRICT ATTORNEY ,,,,0,24,24,,,,,,,,1,,,government,
PS-122GA,NO PARKING 7AM-6PM EXCEPT SUNDAY ,,,,7,18,11,1,1,1,1,1,1,,,,,,
PS-123B,NO PARKING MONDAY WEDNESDAY FRIDAY MIDNIGHT-3AM,,,,0,3,3,1,,1,,1,,,,,,,
PS-123BA,NO PARKING MONDAY WEDNESDAY FRIDAY MIDNIGHT-3AM ,,,,0,3,3,1,,1,,1,,,,,,,
PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY,,,120,7.5,19,11.5,1,1,1,1,1,1,,,,1,,
PS-123CA,2 HMP 7:30AM-7PM EXCEPT SUNDAY ,,,120,7.5,19,11.5,1,1,1,1,1,1,,,,1,,
PS-123DA,STAR  AVO CITY PLANNING COMMISSION MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-123E,TRUCK  TRUCK LOADING ONLY 6AM-4PM EXCEPT SUNDAY ,,,,6,16,10,1,1,1,1,1,1,,,,,trucks,
PS-123EA,TRUCK  TRUCK LOADING ONLY 6AM-4PM EXCEPT SUNDAY ,,,,6,16,10,1,1,1,1,1,1,,,,,trucks,
PS-123G,NO STANDING MONDAY-FRIDAY 7AM-10AM 3PM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
PS-123G,NO STANDING MONDAY-FRIDAY 7AM-10AM 3PM-7PM,,,,15,19,4,1,1,1,1,1,,,,,,,
PS-123GA,NO STANDING MONDAY-FRIDAY 7AM-10AM 3PM-7PM ,,,,7,10,3,1,1,1,1,1,,,,,,,
PS-123GA,NO STANDING MONDAY-FRIDAY 7AM-10AM 3PM-7PM ,,,,15,19,4,1,1,1,1,1,,,,,,,
PS-124B,NO PARKING TUESDAY THURSDAY SATURDAY MIDNIGHT-3AM,,,,0,3,3,,1,,1,,1,,,,,,
PS-124BA,NO PARKING TUESDAY THURSDAY SATURDAY MIDNIGHT-3AM ,,,,0,3,3,,1,,1,,1,,,,,,
PS-124C,2 HMP 9:30AM-7PM EXCEPT SUNDAY,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
PS-124CA,2 HMP 9:30AM-7PM EXCEPT SUNDAY ,,,120,9.5,19,9.5,1,1,1,1,1,1,,,,1,,
PS-124DA,STAR  AVO DEPT OF SMALL BUSINESS SERVICES MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-124E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-6PM,,,,7,18,11,1,1,1,1,1,,,,,,trucks,
PS-124EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-6PM ,,,,7,18,11,1,1,1,1,1,,,,,,trucks,
PS-124G,NO PARKING MONDAY-FRIDAY 7AM-5PM,,,,7,17,10,1,1,1,1,1,,,,,,,
PS-124GA,NO PARKING MONDAY-FRIDAY 7AM-5PM ,,,,7,17,10,1,1,1,1,1,,,,,,,
PS-125B,NO PARKING MONDAY WEDNESDAY FRIDAY 4AM-6AM,,,,4,6,2,1,,1,,1,,,,,,,
PS-125BA,NO PARKING MONDAY WEDNESDAY FRIDAY 4AM-6AM ,,,,4,6,2,1,,1,,1,,,,,,,
PS-125CA,1 HMP SATURDAY 8AM-7PM ,,,60,8,19,11,,,,,,1,,,,1,,
PS-125CB,1 HOUR PARKING SATURDAY 8AM-7PM,,,60,9,17,8,,,,,,1,,,,,,
PS-125CBA,1 HOUR PARKING SATURDAY 8AM-7PM ,,,60,9,17,8,,,,,,1,,,,,,
PS-125DA,STAR  AVO NYS DEPT OF STATE MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-125G,NO STOPPING SAT & SUN MIDNIGHT-4AM,,,,0,4,4,,,,,,1,1,,,,,
PS-125GA,NO STOPPING SAT & SUN MIDNIGHT-4AM ,,,,0,4,4,,,,,,1,1,,,,,
PS-126BA,NO PARKING  TUESDAY FRIDAY 9:30AM-10AM ,,,,9.5,10,0.5,,1,,,1,,,,,,,
PS-126C,2 HOUR METERED PARKING SATURDAY 8:30AM-7PM,,,120,8.5,19,10.5,,,,,,1,,,,1,,
PS-126CA,2 HOUR METERED PARKING SATURDAY 8:30AM-7PM ,,,120,8.5,19,10.5,,,,,,1,,,,1,,
PS-126D,STAR  AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-5PM,,,,7,17,10,1,1,1,1,1,,,,school,,government,
PS-126DA,STAR  AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-5PM ,,,,7,17,10,1,1,1,1,1,,,,school,,government,
PS-126E,FHV  FOR-HIRE VEHICLES ONLY MONDAY-FRIDAY 7PM-MIDNIGHT,,,,19,24,5,1,1,1,1,1,,,,,,taxi,
PS-126EA,FHV  FOR-HIRE VEHICLES ONLY MONDAY-FRIDAY 7PM-MIDNIGHT ,,,,19,24,5,1,1,1,1,1,,,,,,taxi,
PS-126G,NO STANDING 11PM-7AM ALL DAYS,,,,0,7,7,,,,,,,,1,,,,
PS-126G,NO STANDING 11PM-7AM ALL DAYS,,,,23,24,1,,,,,,,,1,,,,
PS-126GA,NO STANDING 11PM-7AM ALL DAYS ,,,,0,7,7,,,,,,,,1,,,,
PS-126GA,NO STANDING 11PM-7AM ALL DAYS ,,,,23,24,1,,,,,,,,1,,,,
PS-127B,NO PARKING TUESDAY THURSDAY 3AM-6AM,,,,3,6,3,,1,,1,,,,,,,,
PS-127C,2 HMP SATURDAY 8AM-7PM,,,120,8,19,11,,,,,,1,,,,1,,
PS-127CA,2 HMP SATURDAY 8AM-7PM ,,,120,8,19,11,,,,,,1,,,,1,,
PS-127CBA,2 HOUR PARKING SATURDAY 8AM-7PM ,,,120,8,19,11,,,,,,1,,,,,,
PS-127DA,STAR  AVO US GOVERNMENT ,,,,0,24,24,,,,,,,,1,,,government,
PS-127E,BUS  MTA BUS LAYOVER ONLY MONDAY-FRIDAY 3PM-8PM,,,,15,20,5,1,1,1,1,1,,,,,,bus,
PS-127EA,BUS  MTA BUS LAYOVER ONLY MONDAY-FRIDAY 3PM-8PM,,,,15,20,5,1,1,1,1,1,,,,,,bus,
PS-127GA,NO STANDING 4PM-6AM ALL DAYS ,,,,0,6,6,,,,,,,,1,,,,
PS-127GA,NO STANDING 4PM-6AM ALL DAYS ,,,,16,24,8,,,,,,,,1,,,,
PS-128B,NO PARKING  FRIDAY 9AM-10:30AM,,,,9,10.5,1.5,,,,,1,,,,,,,
PS-128BA,NO PARKING  FRIDAY 9AM-10:30AM ,,,,9,10.5,1.5,,,,,1,,,,,,,
PS-128CA,3 HMP COMMERCIAL VEHICLES ONLY OTHER NO STANDING 10AM-6PM EXCEPT SUNDAY ,,,180,10,18,8,1,1,1,1,1,1,,,,1,permit,commercial
PS-128DA,STAR  AVO CIVIL COURT JUDGES MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-128G,NO STANDING MONDAY-FRIDAY 8AM-9AM,,,,8,9,1,1,1,1,1,1,,,,,,,
PS-128GA,NO STANDING MONDAY-FRIDAY 8AM-9AM ,,,,8,9,1,1,1,1,1,1,,,,,,,
PS-129B,NO PARKING  FRIDAY 8AM-8:30AM,,,,8,8.5,0.5,,,,,1,,,,,,,
PS-129BA,NO PARKING  FRIDAY 8AM-8:30AM ,,,,8,8.5,0.5,,,,,1,,,,,,,
PS-129C,6 HMP 7:30AM-10PM EXCEPT SUNDAY,,,360,7.5,22,14.5,1,1,1,1,1,1,,,,1,,
PS-129CA,6 HMP 7:30AM-10PM EXCEPT SUNDAY ,,,360,7.5,22,14.5,1,1,1,1,1,1,,,,1,,
PS-129DA,STAR  AVO FIRE DEPT MEDICAL CENTER MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,emergency,
PS-129G,NO PARKING MONDAY-FRIDAY 9AM-6PM,,,,9,18,9,1,1,1,1,1,,,,,,,
PS-129GA,NO PARKING MONDAY-FRIDAY 9AM-6PM ,,,,9,18,9,1,1,1,1,1,,,,,,,
PS-12B,NO PARKING  TUESDAY FRIDAY 8:30AM-10AM,,,,8.5,10,1.5,,1,,,1,,,,,,,
PS-12BA,NO PARKING  TUESDAY FRIDAY 8:30AM-10AM ,,,,8.5,10,1.5,,1,,,1,,,,,,,
PS-12CA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-3:30PM EXCEPT SUNDAY ,,,180,7,15.5,8.5,1,1,1,1,1,1,,,,1,permit,commercial
PS-12E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY MIDNIGHT-NOON,,,,0,12,12,1,1,1,1,1,,,,,,trucks,
PS-12EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY MIDNIGHT-NOON ,,,,0,12,12,1,1,1,1,1,,,,,,trucks,
PS-12F,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY,,,180,7,16,9,1,1,1,1,1,1,,,,1,permit,commercial
PS-12F,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY,,,,16,19,3,1,1,1,1,1,1,,,,,,
PS-12FA,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY ,,,180,7,16,9,1,1,1,1,1,1,,,,1,permit,commercial
PS-12FA,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY ,,,,16,19,3,1,1,1,1,1,1,,,,,,
PS-12GA,NO PARKING 6PM-MIDNIGHT ALL DAYS ,,,,18,24,6,,,,,,,,1,,,,
PS-130B,NO PARKING  MONDAY 8AM-8:30AM,,,,8,8.5,0.5,1,,,,,,,,,,,
PS-130BA,NO PARKING  MONDAY 8AM-8:30AM ,,,,8,8.5,0.5,1,,,,,,,,,,,
PS-130C,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-3PM SATURDAY 7AM-7PM,,,180,7,15,8,1,1,1,1,1,,,,,1,permit,commercial
PS-130C,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-3PM SATURDAY 7AM-7PM,,,180,7,19,12,,,,,,1,,,,1,permit,commercial
PS-130D,STAR  AVO DISTRICT ATTORNEY MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-130DA,STAR  AVO DISTRICT ATTORNEY MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-131B,NO PARKING  THURSDAY 8AM-8:30AM,,,,8,8.5,0.5,,,,1,,,,,,,,
PS-131BA,NO PARKING  THURSDAY 8AM-8:30AM ,,,,8,8.5,0.5,,,,1,,,,,,,,
PS-131C,1 HMP MONDAY-FRIDAY 1PM-7PM SATURDAY 9AM-7PM,,,60,9,19,10,,,,,,1,,,,1,,
PS-131C,1 HMP MONDAY-FRIDAY 1PM-7PM SATURDAY 9AM-7PM,,,60,13,19,7,1,1,1,1,1,,,,,1,,
PS-131CA,1 HMP MONDAY-FRIDAY 1PM-7PM SATURDAY 9AM-7PM ,,,60,9,19,10,,,,,,1,,,,1,,
PS-131CA,1 HMP MONDAY-FRIDAY 1PM-7PM SATURDAY 9AM-7PM ,,,60,13,19,7,1,1,1,1,1,,,,,1,,
PS-131D,STAR  AVO BOARD OF ELECTIONS MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-131DA,STAR  AVO BOARD OF ELECTIONS MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-131E,BUS  BUS STAND MONDAY-FRIDAY 8AM-4PM,,,,8,16,8,1,1,1,1,1,,,,,,bus,
PS-131EA,BUS  BUS STAND MONDAY-FRIDAY 8AM-4PM ,,,,8,16,8,1,1,1,1,1,,,,,,bus,
PS-132B,NO PARKING  THURSDAY 8:30AM-9AM,,,,8.5,9,0.5,,,,1,,,,,,,,
PS-132C,2 HMP 4PM-7PM EXCEPT SUNDAY,,,120,16,19,3,1,1,1,1,1,1,,,,1,,
PS-132CA,2 HMP 4PM-7PM EXCEPT SUNDAY ,,,120,16,19,3,1,1,1,1,1,1,,,,1,,
PS-132D,STAR  AVO DEPT OF SANITATION MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-132DA,STAR  AVO DEPT OF SANITATION MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-132EA,FHV  FOR-HIRE VEHICLES ONLY 6PM-3AM ALL DAYS ,,,,0,3,3,,,,,,,,1,,,taxi,
PS-132EA,FHV  FOR-HIRE VEHICLES ONLY 6PM-3AM ALL DAYS ,,,,18,24,6,,,,,,,,1,,,taxi,
PS-133B,NO PARKING  TUESDAY 10:30AM-NOON,,,,10.5,12,1.5,,1,,,,,,,,,,
PS-133BA,NO PARKING  TUESDAY 10:30AM-NOON ,,,,10.5,12,1.5,,1,,,,,,,,,,
PS-133C,1 HMP MONDAY-FRIDAY 3PM-7PM SATURDAY 9AM-7PM,,,,60,15,19,4,1,1,1,1,,,,,1,,
PS-133C,1 HMP MONDAY-FRIDAY 3PM-7PM SATURDAY 9AM-7PM,,,,60,9,19,10,,,,,1,,,,1,,
PS-133DA,STAR  AVO COMMUITY BOARD MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-133EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 10AM-2PM ,,,,10,14,4,1,1,1,1,1,,,,,,trucks,
PS-133G,NO STANDING MONDAY-FRIDAY 4PM-8PM,,,,16,20,4,1,1,1,1,1,,,,,,,
PS-134B,NO PARKING  THURSDAY 10:30AM-NOON,,,,10.5,12,1.5,,,,1,,,,,,,,
PS-134BA,NO PARKING  THURSDAY 10:30AM-NOON ,,,,10.5,12,1.5,,,,1,,,,,,,,
PS-134C,4 HMP 9AM-7PM EXCEPT SUNDAY,,,240,9,19,10,1,1,1,1,1,1,,,,1,,
PS-134CA,4 HMP 9AM-7PM EXCEPT SUNDAY ,,,240,9,19,10,1,1,1,1,1,1,,,,1,,
PS-134G,NO STANDING SCHOOL DAYS 7AM-6PM,,,,7,18,11,1,1,1,1,1,,,,school,,,
PS-134GA,NO STANDING SCHOOL DAYS 7AM-6PM ,,,,7,18,11,1,1,1,1,1,,,,school,,,
PS-135B,NO PARKING  MONDAY WEDNESDAY FRIDAY 11:30AM-1PM,,,,11.5,13,1.5,1,,1,,1,,,,,,,
PS-135BA,NO PARKING  MONDAY WEDNESDAY FRIDAY 11:30AM-1PM ,,,,11.5,13,1.5,1,,1,,1,,,,,,,
PS-135C,1 HMP 7:30AM-7PM EXCEPT SUNDAY,,,60,7.5,19,11.5,1,1,1,1,1,1,,,,1,,
PS-135CA,1 HMP 7:30AM-7PM EXCEPT SUNDAY ,,,60,7.5,19,11.5,1,1,1,1,1,1,,,,1,,
PS-135EA,CROSS  AMBULETTE & ACCESS-A-RIDE ONLY MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,emergency,
PS-135G,NO STANDING 8AM-MIDNIGHT ALL DAYS,,,,8,24,16,,,,,,,,1,,,,
PS-135GA,NO STANDING 8AM-MIDNIGHT ALL DAYS ,,,,8,24,16,,,,,,,,1,,,,
PS-136B,NO PARKING TUESDAY FRIDAY MIDNIGHT-6AM,,,,0,6,6,,1,,,1,,,,,,,
PS-136BA,NO PARKING TUESDAY FRIDAY MIDNIGHT-6AM ,,,,0,6,6,,1,,,1,,,,,,,
PS-136DA,STAR  AVO ASPCA ,,,,0,24,24,,,,,,,,1,,,authorized,
PS-137B,NO PARKING  MONDAY 11AM-12:30PM,,,,11,12.5,1.5,1,,,,,,,,,,,
PS-137BA,NO PARKING  MONDAY 11AM-12:30PM ,,,,11,12.5,1.5,1,,,,,,,,,,,
PS-137C,1 HMP MONDAY-FRIDAY 10AM-4PM SATURDAY 9AM-7PM,,,60,9,19,10,,,,,,1,,,,1,,
PS-137C,1 HMP MONDAY-FRIDAY 10AM-4PM SATURDAY 9AM-7PM,,,60,10,16,6,1,1,1,1,1,,,,,1,,
PS-137CA,1 HMP MONDAY-FRIDAY 10AM-4PM SATURDAY 9AM-7PM ,,,60,9,19,10,,,,,,1,,,,1,,
PS-137CA,1 HMP MONDAY-FRIDAY 10AM-4PM SATURDAY 9AM-7PM ,,,60,10,16,6,1,1,1,1,1,,,,,1,,
PS-137DA,STAR  AVO BOARD OF ELECTIONS MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-137G,NO STANDING SCHOOL DAYS 1PM-3PM,,,,13,15,2,1,1,1,1,1,,,,school,,,
PS-138B,NO PARKING TUESDAY MIDNIGHT-3AM,,,,0,3,3,,1,,,,,,,,,,
PS-138BA,NO PARKING TUESDAY MIDNIGHT-3AM ,,,,0,3,3,,1,,,,,,,,,,
PS-138CA,1 HMP MONDAY-FRIDAY 10AM-7PM ,,,60,10,19,9,1,1,1,1,1,,,,,1,,
PS-138DA,STAR  AVO DEPT OF CORRECTIONS MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-139B,NO PARKING  MONDAY-FRIDAY 8AM-9AM,,,,8,9,1,1,1,1,1,1,,,,,,,
PS-139BA,NO PARKING  MONDAY-FRIDAY 8AM-9AM ,,,,8,9,1,1,1,1,1,1,,,,,,,
PS-139D,STAR  AVO NYS LOTTERY MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-139DA,STAR  AVO NYS LOTTERY MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-139G,NO STANDING 4PM-MIDNIGHT ALL DAYS,,,,16,24,8,,,,,,,,1,,,,
PS-139GA,NO STANDING 4PM-MIDNIGHT ALL DAYS ,,,,16,24,8,,,,,,,,1,,,,
PS-13B,NO PARKING  TUESDAY FRIDAY 10AM-11:30AM,,,,10,11.5,1.5,,1,,,1,,,,,,,
PS-13BA,NO PARKING  TUESDAY FRIDAY 10AM-11:30AM ,,,,10,11.5,1.5,,1,,,1,,,,,,,
PS-13EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 6AM-2PM ,,,,6,14,8,1,1,1,1,1,,,,,,trucks,
PS-13F,NO STANDING MONDAY-FRIDAY 4PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-4PM,,,180,7,16,9,1,1,1,1,1,,,,,1,permit,commercial
PS-13F,NO STANDING MONDAY-FRIDAY 4PM-7PM  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-4PM,,,,16,19,3,1,1,1,1,1,,,,,,,
PS-13G,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY,,,,8,24,16,1,1,1,1,1,1,,,,,,
PS-13GA,NO PARKING 8AM-MIDNIGHT EXCEPT SUNDAY ,,,,8,24,16,1,1,1,1,1,1,,,,,,
PS-140B,NO PARKING  TUESDAY 8AM-9:30AM,,,,8,9.5,1.5,,1,,,,,,,,,,
PS-140BA,NO PARKING  TUESDAY 8AM-9:30AM ,,,,8,9.5,1.5,,1,,,,,,,,,,
PS-140C,3 HMP BUSES ONLY 8AM-6PM EXCEPT SUNDAY,,,,8,18,10,1,1,1,1,1,1,,,,,bus,
PS-140CA,3 HMP BUSES ONLY 8AM-6PM EXCEPT SUNDAY ,,,,8,18,10,1,1,1,1,1,1,,,,,bus,
PS-140DA,STAR  AVO NYS LIQUOR AUTHORITY MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-140G,NO STANDING MONDAY-FRIDAY 4PM-8PM,,,,16,20,4,1,1,1,1,1,,,,,,,
PS-140GA,NO STANDING MONDAY-FRIDAY 4PM-8PM ,,,,16,20,4,1,1,1,1,1,,,,,,,
PS-141B,NO PARKING MONDAY THURSDAY MIDNIGHT-6AM,,,,0,6,6,1,,,1,,,,,,,,
PS-141BA,NO PARKING MONDAY THURSDAY MIDNIGHT-6AM ,,,,0,6,6,1,,,1,,,,,,,,
PS-141G,NO PARKING TUESDAY THURSDAY SATURDAY 8AM-6PM,,,,8,18,10,,1,,1,,1,,,,,,
PS-142B,NO PARKING FRIDAY MIDNIGHT-3AM,,,,0,3,3,,,,,1,,,,,,,
PS-142BA,NO PARKING FRIDAY MIDNIGHT-3AM ,,,,0,3,3,,,,,1,,,,,,,
PS-142C,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 8AM-7PM,,,60,8,19,11,,,,,,1,,,,1,,
PS-142C,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 8AM-7PM,,,60,12,19,7,1,1,1,1,1,,,,,1,,
PS-142CA,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 8AM-7PM ,,,60,8,19,11,,,,,,1,,,,1,,
PS-142CA,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 8AM-7PM ,,,60,12,19,7,1,1,1,1,1,,,,,1,,
PS-142DA,STAR  AVO TAXI & LIMOUSINE COMMISSION MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-142E,TRUCK  TRUCK LOADING ONLY 7AM-10AM EXCEPT SUNDAY,,,,7,10,3,1,1,1,1,1,1,,,,,trucks,
PS-142EA,TRUCK  TRUCK LOADING ONLY 7AM-10AM EXCEPT SUNDAY ,,,,7,10,3,1,1,1,1,1,1,,,,,,
PS-142GA,NO PARKING MONDAY-FRIDAY 6AM-7PM ,,,,6,19,13,1,1,1,1,1,,,,,,,
PS-143B,NO PARKING  7AM-8AM EXCEPT SUNDAY,,,,7,8,1,1,1,1,1,1,1,,,,,,
PS-143BA,NO PARKING  7AM-8AM EXCEPT SUNDAY ,,,,7,8,1,1,1,1,1,1,1,,,,,,
PS-143C,12 HMP 8AM-8PM EXCEPT SUNDAY,,,,8,20,12,1,1,1,1,1,1,,,,1,,
PS-143CA,12 HMP 8AM-8PM EXCEPT SUNDAY ,,,,8,20,12,1,1,1,1,1,1,,,,1,,
PS-143DA,STAR  AVO FLEO MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,authorized,
PS-143E,CROSS  AMBULETTE ONLY MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,emergency,
PS-143EA,CROSS  AMBULETTE ONLY MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,emergency,
PS-143G,NO STANDING 7AM-10PM ALL DAYS,,,,7,22,15,,,,,,,,1,,,,
PS-143GA,NO STANDING 7AM-10PM ALL DAYS ,,,,7,22,15,,,,,,,,1,,,,
PS-144B,NO PARKING  WEDNESDAY 10:30AM-11:30AM,,,,10.5,11.5,1,,,1,,,,,,,,,
PS-144BA,NO PARKING  WEDNESDAY 10:30AM-11:30AM ,,,,10.5,11.5,1,,,1,,,,,,,,,
PS-144DA,STAR  AVO NYC DEPT OF HEALTH & MENTAL HYGIENE MONDAY-FRIDAY 8AM-4PM ,,,,8,16,8,1,1,1,1,1,,,,,,government,
PS-144E,CROSS  AMBULETTE ONLY 7AM-7PM EXCEPT SATURDAY,,,,7,19,12,1,1,1,1,1,,1,,,,emergency,
PS-144G,NO STANDING MONDAY-FRIDAY 3PM-8PM,,,,15,20,5,1,1,1,1,1,,,,,,,
PS-144GA,NO STANDING MONDAY-FRIDAY 3PM-8PM ,,,,15,20,5,1,1,1,1,1,,,,,,,
PS-145B,NO PARKING  WEDNESDAY 10:30AM-NOON,,,,10.5,12,1.5,,,1,,,,,,,,,
PS-145BA,NO PARKING  WEDNESDAY 10:30AM-NOON ,,,,10.5,12,1.5,,,1,,,,,,,,,
PS-145C,4 HMP 8AM-8PM EXCEPT SUNDAY,,,240,8,20,12,1,1,1,1,1,1,,,,1,,
PS-145CA,4 HMP 8AM-8PM EXCEPT SUNDAY ,,,240,8,20,12,1,1,1,1,1,1,,,,1,,
PS-146B,NO PARKING TUESDAY THURSDAY SATURDAY 4AM-6AM,,,,4,6,2,,1,,1,,1,,,,,,
PS-146BA,NO PARKING TUESDAY THURSDAY SATURDAY 4AM-6AM ,,,,4,6,2,,1,,1,,1,,,,,,
PS-146E,CROSS  AMBULETTE ONLY 8AM-8PM EXCEPT SUNDAY,,,,8,20,12,1,1,1,1,1,1,,,,,emergency,
PS-146EA,CROSS  AMBULETTE ONLY 8AM-8PM EXCEPT SUNDAY ,,,,8,20,12,1,1,1,1,1,1,,,,,emergency,
PS-147B,NO PARKING  TUESDAY FRIDAY 11AM-2PM,,,,11,14,3,,1,,,1,,,,,,,
PS-147BA,NO PARKING  TUESDAY FRIDAY 11AM-2PM ,,,,11,14,3,,1,,,1,,,,,,,
PS-147DA,STAR  AVO CITY COUNCIL MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-147EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 9AM-7PM ,,,,9,19,10,1,1,1,1,1,,,,,,trucks,
PS-147G,NO STANDING MONDAY-FRIDAY 7AM-6PM,,,,7,18,11,1,1,1,1,1,,,,,,,
PS-147GA,NO STANDING MONDAY-FRIDAY 7AM-6PM ,,,,7,18,11,1,1,1,1,1,,,,,,,
PS-148B,NO PARKING  MONDAY THURSDAY 11AM-2PM,,,,11,14,3,1,,,1,,,,,,,,
PS-148BA,NO PARKING  MONDAY THURSDAY 11AM-2PM ,,,,11,14,3,1,,,1,,,,,,,,
PS-148D,CROSS  DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 6AM-7PM,,,,6,19,13,1,1,1,1,1,,,,,,authorized,
PS-148DA,CROSS  DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 6AM-7PM ,,,,6,19,13,1,1,1,1,1,,,,,,authorized,
PS-148EA,TRUCK  TRUCK LOADING ONLY 7AM-MIDNIGHT EXCEPT SUNDAY ,,,,7,24,17,1,1,1,1,1,1,,,,,trucks,
PS-148G,NO PARKING MAY 15 - SEPT 30 SATURDAY SUNDAY HOLIDAYS,05-15,09-30,,0,24,24,,,,,,1,1,,holiday,,,
PS-149C,1 HMP MONDAY-FRIDAY 9AM-4PM 7PM-10PM SATURDAY 9AM-10PM,,,60,9,16,7,1,1,1,1,1,,,,,1,,
